Incidente_Tipo;Incidente_ID;FECHA;Incidente_Hora;Incidente_Título;Incidente_Desc;Incidente_Severidad_Real;Incidente_Severidad_Potencial;Incidente_Relación_Laboral;Incidente_Registrabilidad_Desc;Investigación_Obligatoria;Activo_Empresa_Contratista;Vehiculo_Desc;Incidente_UT;Activo_Ubicación_Técnica;Incidente_Lugar;Activo_Descripción;Activo_Patente;Activo_Modelo;Activo_Marca;Activo_ID;Activo_Area;DESC_CLASE_DE_DAÑO_VEHICULAR;INCIDENTE_CONSECUENCIA_POTENCIAL;INCIDENTE_PRECURSOR;Incidente_ReglaOro;SEGMENTO;UBIC_TECNICA_NIVEL1;UBIC_TECNICA_NIVEL2;UBIC_TECNICA_NIVEL3;Función;Gerencia;SECTOR;SUBSECTOR;Incidente_ZZLATITUD_GMS_GRAD;Incidente_ZZLATITUD_GMS_MIN;Incidente_ZZLATITUD_GMS_SEG;Incidente_ZZLONGITUD_GMS_GRAD;Incidente_ZZLONGITUD_GMS_MIN;Incidente_ZZLONGITUD_GMS_SEG;Persona_Responsable;Persona_Rol
INSTALACIONES;S6852;42755;11:00;Caída de poste soporte;Operador informa que se encontró caido el poste soporte control de maniobra eléctrico de pozo , solo daños de instalación.;5;5;X;1: Registrable;;;;;;PE-873;;;;;;;;;;;Upstream;Golfo San Jorge;9;ESCORIAL;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;OPERACIONES I;OP I D.09;;;;;;;;
INSTALACIONES;170714;22/07/2022;09:30:00;2022.07.22 -DO-CM-GUTI ERREZ - TERCEROS - INCENDIO VDE EHICULO DE TERCERO;Siendo aproximadamente las 06:30am, ingresa un vehículo a la playa de GNC, se ubica en el surtidor N°12, descienden el conductor y pasajeros del mismo. Al notar la presencia de fuego el conductor abre el capot, haciendo así que se avive la llama. El playero Cristian Rodríguez que estaba terminando su turno presiona la parada de emergencia, y el compañero que estaba despachando en ese momento José Flores, apaga con el extintor mas cercano el fuego.;5;4;X;1: Registrable;;;;CORS GUTIERREZ;;Playa GNC;;;;;;;;INCENDIO;Otros.; ;Downstream;AR;BSA;BERA;DO-COMERCIAL;DO-COMERCIAL;CORS;CORS-GUTIERREZ;0;0;0;0;0;0;;
INSTALACIONES;44769;02/05/2020;12:15:00;2020-05-02-REF-MANT-FAC-Golpe en pierna izquierda por rotura de pasarela-EMET;"Los Operarios Ernesto Garín y Julio Córdoba de la empresa EMET fueron convocados en modalidad de guardia para atender un problema en planta. ingresando a la misma a las 7 hs del día de hoy 2 de mayo de 2020.El problema en planta era que faltaba energía eléctrica en zona de Separadores.Para ello proceden a chequear para encontrar el problema en distintas Subestaciones, En la SE 2, SE 9 y luego alrededor de las 9:15 se decide ir a la SE 109 donde ocurre el evento.A los operarios de Emet los acompañaba Nicolas Tasque quien pasa por la pasarela de hormigón de acceso a la SE 109 , iba seguido por Ernesto Garín y atrás iba Julio Córdoba. Al transitar por la pasarela Ernesto Garín la misma colapsa y cae aproximadamente 90 cm produciéndose un golpe en la pierna izquierda. Tasque y Córdoba, no l";;;;;Sí;;;OTROS SECTORES;;Subestacion 109;;;;;;;;CAÍDA DE ALTURA;Estado defect de pasarelas, esc y plataf; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;MECHANICS;ELECTRICIDAD E INSTRUMENTOS;0;0;0;0;0;0;;
INSTALACIONES;142668;13/02/2022;12:00:00;Principio de incendio en cañeria de prefabricado;Durante la soldadura de una costura en una cañeria en area de prefabricado, el tapon utilizado para purgar la costura da inicio a un principio de incendio leve dentro de la cañeria, el cual se apaga al consumir dicho tapon. El principio de incendio se presenta debido a utilizar cinta de papel y goma espuma como tapon en cercania de la costura.;;;;;;;;OTROS SECTORES;;Obradores de prefabricado;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar; ;; ;0;0;0;0;0;0;;
VEHICULAR;170275;19/07/2022;16:30:00;2022.07.19- CALIDAD- CVM OTROS-Colisión a V.L- PAE;Vehiculo de la flota de control de calidad (Ford ranger. Patente: PCS-446) circulando por calle Estrada colisiona con vehiculo que circulaba por calle Av. Peron (evento sucedido en la ciuadad de Rio Cuarto - Cordoba). No se producen daños a personas.;58;5-7;X;2: No Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;CAMIONETA PICK UP DE CALIDAD, COLISIONA CON  VL DE TERCERO;OTROS SECTORES;;Ciudad de Río Cuarto provincia Cordoba.;PICK UP;PCS-446; ; ; ;;Colisión por alcance;COLISIÓN DE VEHÍCULO;Distanc. de seguridad inadecuado.;Seguridad vehicular;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-STAFF;STAFF - CALIDAD;QA CONTROL;0;0;0;0;0;0;;
VEHICULAR;170275;19/07/2022;16:30:00;2022.07.19- CALIDAD- CVM OTROS-Colisión a V.L- PAE;Vehiculo de la flota de control de calidad (Ford ranger. Patente: PCS-446) circulando por calle Estrada colisiona con vehiculo que circulaba por calle Av. Peron (evento sucedido en la ciuadad de Rio Cuarto - Cordoba). No se producen daños a personas.;58;5-7;X;2: No Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;CAMIONETA PICK UP DE CALIDAD, COLISIONA CON  VL DE TERCERO;OTROS SECTORES;;Ciudad de Río Cuarto provincia Cordoba.;PICK UP;PCS-446; ; ; ;;Rotura;COLISIÓN DE VEHÍCULO;Distanc. de seguridad inadecuado.;Seguridad vehicular;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-STAFF;STAFF - CALIDAD;QA CONTROL;0;0;0;0;0;0;;
VEHICULAR;70427;04/12/2020;13:00:00;2020-12-04-PROY-CVM EX-Empantanamiento de grua-RAFA;Realizando traslado de equipo grua gr 100 tadano, la misma empantana su rueda derecha delantera al transitar lado oeste de tk 442 (entre tajamar nuevo y vereda de tk).;6;6;X;3: Excepción;;;;OTROS SECTORES;;Tanque 442 (ex tanque 24) entre calle 6 y 19, perteneciente a sala Bulk;;;;;;;;VUELCO DE VEHÍCULO; ;Seguridad vehicular;Downstream;CAR;CAR;CAR;CONSTRUCCIÓN;DO-PROYECTOS;PROJ_PERC_R&R;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;16103;19/11/2019;11:30:00;choque entre vehículos automotor en vía pública;"Un remise empresarial de empresa Freedom que trasladaba una empleada de Axion hacia edificio catalina desde su domicilio sufre la embestida trasera de otro automovil cuando se encontraba detenido en un embotellamiento.no hay daños a las personas (chofer, pasajero y tercero ilesos)";0;0;No Laboral;;;;;OTROS SECTORES;;vía pública - Acceso norte y Av. Gral. Paz;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar; ;; ;0;0;0;0;0;0;;
INSTALACIONES;58340;04/09/2020;11:30:00;Equipo elevapersonas estancado en terreno barroso;Personal de HSE PAE detecta equipo elevador de personas estancado en terreno barroso, en la intersección de la calle 6 y 11. Se produjo cuando se proponían posicionarlo en su puesto de trabajo para iniciar la jornada laboral.;;;;;;;;OTROS SECTORES;;Intersección calle 6 y 11;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar;DO-ENGINEERING & MAINTENANCE;OPD-MAINTENANCE;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;73926;31/12/2020;20:20:00;2020-12-31-CM-CORS SANTA RITA- Principio de incencio-PAE;El vecino lindero a la entrada del AutoMac comenzo a prender fuego en su parrilla. en un momento dado se comienza a enceder el arbol que cae para el lado de la estacion. El personal de playa se da cuenta y acude con un extindor.;6;5;X;1: Registrable;;;;CORS SANTA RITA;;Entrada al Auto MAC;;;;;;;;; ; ;Downstream;AR;BSA;BOUL;OTROS;DO-COMERCIAL;CORS;CORS-SANTA RITA;0;0;0;0;0;0;;
INSTALACIONES;S6892;14/02/2017;15:19;Principio de Incendio en Shelter TP101;Se detecta principio de incendio en luminaria de shelter de la estación TP 101 y es controlado con extintor.;5;5;X;1: Registrable;;;;;;Shelter de compresores;;;;;;;;;;;Upstream;Golfo San Jorge;3;TRES PICOS;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;OPERACIONES I;OP I D.03;;;;;;;;
INSTALACIONES;S6887;42777;6:15;Rotura de lector de salida en Puesto de Control;Durante transporte de equipo, al pasar el mismo por el puesto de control KILO, en dirección a la ruta 43, el soporte de los cables de los vientos de la torre, golpea el lector de salida, rompiendo el plástico del lector y doblando el soporte fijo lateral;5;5;X;1: Registrable;;;;;;EV-1259;;;;;;;;;;;Upstream;Golfo San Jorge;4;EL VALLE;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;SERVICIOS DE POZOS;PULLING;;;;;;;;
INSTALACIONES;78468;11/02/2021;06:00:00;2021-02-11-CM-Cors Santa Rita-Intento de robo-PAE;"Siendo las 03:00 un masculino persigue a otro con intención de robo, este último re refugia dentro del shop y el playero Cristian Irazusta sostiene la puerta para que el ladrón no ingrese. Durante el forcejeo se produce la rajadura del vidrio de la puerta y se falsea al cierre de la misma. El presunto ladrón se retira sin poder cometer el ilícito.Se llama al COA - Policia - Administrador.";6;5;X;1: Registrable;;;;CORS SANTA RITA;;Entrada al Spot.;;;;;;;;OTROS; ;No aplica;Downstream;AR;BSA;BOUL;DO-COMERCIAL;DO-COMERCIAL;CORS;CORS-SANTA RITA;0;0;0;0;0;0;;
INSTALACIONES;S6886;42775;17:00;Explosión e Incendio deTrailer;Se produce una explosión seguida de incendio del tráiler vivienda del Company Man. Este se vio afectado por el incidente ya que se encontraba en su interior, tuvo daños a nivel de primeros auxilios. Una persona de DLS que se encontraba en cercania al trai;4;4;X;1: Registrable;;;;;;PVH 906;;;;;;;;;;;Upstream;Golfo San Jorge;2;VALLE HERMOSO;Sin Asignar;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;COMPLETACIÓN Y WORKOVER;;;;;;;;
INSTALACIONES;123388;17/10/2021;17:25:00;2021-10-17-Cm-Cors Santa Rita-Daño Vidrios del Shop por vehículo-PAE;"La empleada  Natali  Almada  al querer arrancar su vehículo   chevrolet   gris ,   dominio AC 194 OP    del estacionamiento del shop  se quiso subir un perro y saco el pie del embrague chocando con el vidrio del shop.  y ocasionando la ruptura del mismo.S";5;5;No Laboral;1: Registrable;; ;;CORS SANTA RITA;?0100000000000078928;Vidrio del shop;Vidrio de shop;;;; ;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Downstream;AR;BSA;BOUL;DO-COMERCIAL;DO-COMERCIAL;CORS;CORS-SANTA RITA;0;0;0;0;0;0;;
INSTALACIONES;126322;30/10/2021;03:00:00;Daño frente de  isla surtiodr 5 y 6;Al retirarse del surtidor n°6 el camión que esta muy cerca del surtidor choca el frente de la isla  .con el semi.;;;;;;;;CORS SANTA RITA;;Playa;;;;;;;;; ; ;Downstream;AR;BSA;BOUL;Sin Asignar;DO-COMERCIAL;CORS;CORS-SANTA RITA;0;0;0;0;0;0;;
INSTALACIONES;48297;17/06/2020;12:50:00;2020-06-17-CM-Cors Santa Rita-INSTAL-Incendio de vehículo de 3ros;Un cliente entrando a la estación, tiene un desperfecto en su vehículo y el mismo comienza a incendiarse en su parte delantera.;5;5;No Laboral;2: No Registrable;;;;CORS SANTA RITA;;El vehículo se incendia en la entrada de la estación de servicio, sector colectora Panamericana.;;;;;;;;; ; ;Downstream;AR;BSA;BOUL;OTROS;DO-COMERCIAL;CORS;CORS-SANTA RITA;0;0;0;0;0;0;;
INSTALACIONES;88381;10/04/2021;13:00:00;Posible punto caliente tubo caldera 26;"La caldera 26 presenta alarma en forma reiterada del punto SGD625I (tubo N 7). Se realizan pruebas de variación de carga (producción de vapor), exceso de aire, etc para buscar un patrón en el desvió; no arroja resultado satisfactorio.";;;;;Sí;;;FM - AGUA;;Caldera 26;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;; ;0;0;0;0;0;0;;
INSTALACIONES;52564;24/07/2020;03:00:00;Filtraciones en sumidero descarga tren DEMI hacia efluentes de refineria.;En las excavaciones realizadas en el sumidero de descarga del tren DEMI se encuentran filtraciones hacia efluentes de refineria.;;;;;Sí;;;FM - AGUA;;Fuerza motriz;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA3;0;0;0;0;0;0;;
INSTALACIONES;S8705;12/01/2018;;SPILL 02 EC COR  Derrame menor en descarga en ES;Conductor EC COR se encontraba descargando cisterna de 5 m3 de gasolina 95 Super en ES cuando del visor de producto - del caño del camión - de acuerdo a declaraciones del chofer, comenzó a tener una perdida. De inmediato cerró la válvula AP;6;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;Tabasco;NO APLICA;NOAPLICA;OTROS;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;;;;;;;;;
INSTALACIONES;111758;18/08/2021;17:00:00;Falla motor C1;Siendo las 14:00 hs se detecta falla en motor de C1, durante recorrida se percibe olor a quemado presumiblemente del motor.;;;;;Sí;;;FM - AIRE;;C1;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA3;0;0;0;0;0;0;;
INSTALACIONES;145273;27/02/2022;03:00:00;Parada de Compresor 7 por ruidos anormales;A raíz de ruidos anormales detectados en el compresor 7 durante la ronda operativa, se da aviso al especialista de rotantes quien recomienda parar el equipo para abrirlo e inspeccionarlo.;;;;;;;;FM - AIRE;;Compresor 7;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar; ;; ;0;0;0;0;0;0;;
INSTALACIONES;141468;02/02/2022;19:30:00;Falla en arranque de Compresor 7;El miércoles 02/02/2022 por la tarde, al intentar poner en marcha el compresor 7, el mismo no arranca y se encuentra una falla eléctrica en el cubicle de la subestación.;;;;;;;;FM - AIRE;;Compresor 7;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar; ;; ;0;0;0;0;0;0;;
INSTALACIONES;165626;24/06/2022;21:00:00;C-6 parada por falla enfriador aceite;Durante el mediodía de hoy por problemas de balance de aire se definió poner en marcha el compresor 8 para recuperar presión de aire, luego se debió para el 6, a posterior cuando se fue a normalizar la operación antes de volver a poner en marcha el 6 se observo presencia de agua en el circuito de aceite, se estima como falla mas probable que se daño el enfriador de aceite.;;;;;Sí; ;;FM - AIRE;?0100000000000085556;Compresor 6;COMPRESOR 6 F.MOTRIZ;;;;CAR-C6;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA3;0;0;0;0;0;0;;
INSTALACIONES;111759;18/08/2021;05:30:00;Parada por falla C6;Se detecta baja presión de aire instrumentos, al momento de revisión del sistema se encuentra C6 fuera de servicio. En diagnóstico inicial se detecta emisión de agua por venteos de aire, sospenchando sobre posible falla en intercooler.;;;;;Sí;;;FM - AIRE;;C-6;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA3;0;0;0;0;0;0;;
INSTALACIONES;S8777;03/12/2018;;Principio de fuego en carpa;Se detecta principio de fuego en carpa de prefabricados sobre andamios (aprox. 12 mts.).;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;CAR;CAR;CAR;CONSTRUCCIÓN;DO-PROYECTO DE EXPANSION;PROJ_PERC_DHT;;;;;;;;;
INSTALACIONES;27538;25/01/2020;02:40:00;2020-01-24-REF-A1-CONF-INST-Parada no deseada P-10C-PAE;En una de las vueltas de control el operador detecta con ruido la P-10C, da aviso al consolista y al supervisor. Se define la parada de la misma colocando la P-10B lo que lleva  a la bajada de carga de la planta.;;;;;Sí; ;;APS - ATMOSPHERIC PIPE STILL;?0100000000000085844;P-10C;FDO T-1 SUCCION P-10A/B/C;;;;CAR-APE010BV-D;;;; ; ;Downstream;CAR;CAR;CAR;PRODUCCIÓN & MANTENIMIENTO;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA1;0;0;0;0;0;0;;
INSTALACIONES;149927;28/03/2022;20:00:00;Combustion de trapo en desuso;Trapo en desuso entra en combustión en zona de la P2, el mismo fue extinguido por el operador de planta;;;;;;;;APS - ATMOSPHERIC PIPE STILL;;En cercanía de P2;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA1;0;0;0;0;0;0;;
INSTALACIONES;145193;27/02/2022;04:30:00;Foco igneo en primera plataforma de la T1;Alrededor de la 1.30 AM capataz de la empresa Finder, quien se encontraba realizando trabajo en caliente en la plataforma de los intercambios E-1 A/D, da aviso por radio al supervisor de PAE de foco igneo detectado en primer plataforma de la T-1. Cuando el supervisor de Axion llega al lugar ya se encontraba controlado, habiendo sido sofocado con un matafuego ubicado en la plataforma por la misma persona que dio el aviso. Supervisor de PAE informa a HSE y producción quienes se hacen presentes en el lugar. Sobre la plataforma se encontraban bolsas con residuos de limpieza de la T-1 y restos de aislación;;;;;;;;APS - ATMOSPHERIC PIPE STILL;;Primera plataforma de la T1;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA1;0;0;0;0;0;0;;
INSTALACIONES;121229;02/10/2021;04:50:00;Fisura en Horno F-51 Planta Tubular;Durante recorrida ronda operativa del operador en turno noche, observa fisura en zona convectiva del horno F-51 de la planta de Destilación atmosférica APS (Tubular) de aproximadamente 01 centímetros de grosor y 10 centímetros de longitud.;;;;;Sí;;;APS - ATMOSPHERIC PIPE STILL;;Refinería de Campana  ultima plataforma lado sur Horno F-51 APS-Tubular;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA1;0;0;0;0;0;0;;
INSTALACIONES;134183;15/12/2021;04:00:00;Pérdida de producto retención línea de mando P10C;Durante calentamiento de P10C para su posterior puesta en marcha, se produce pérdida de contenido por brida retención línea de mando. Se interrumpe calentamiento de bomba y se la bloquea para nueva reparación;;;;;Sí;;;APS - ATMOSPHERIC PIPE STILL;;P10C;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;MOVIMIENTO Y ALMACENAJE;0;0;0;0;0;0;;
INSTALACIONES;142575;12/02/2022;17:10:00;Pequeño foco ígneo en linea menor, Zona transferencia F-51 a T-1, APS;A las 14:10 aproximadamente, se detecta pequeño foco ígneo proveniente de lana embebida en cañería menor, zona de transferencia de F51 a T1. Se controla con matafuego, se solicita la limpieza del sector.;;;;;;;;APS - ATMOSPHERIC PIPE STILL;;Zona transferencia F-51 a T-1, APS;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;Sin Asignar; ;; ;0;0;0;0;0;0;;
INSTALACIONES;89202;17/04/2021;18:00:00;Perdida de AA en linea fuera de servicio;En recorrida el operador detecta perdida de agua agria, que se pudo contener en recipiente, en una linea de AA que no se utiliza. Se procedió a bloquear el ingreso a la linea (mas alla de estar F/S tenia ingreso de agua) y se derivo el agua del D-101 a Tk-440;;;;;Sí;;;APS - ATMOSPHERIC PIPE STILL;;APS;;;;;;;;; ;Aislamiento de energías;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;; ;-34;5;34;-58;34;12;;
INSTALACIONES;158373;12/05/2022;18:00:00;Falla nuevo MCC para P-153B;Luego de una fallida PEM de P-153B se solicita al sector de electricidad que se realice un chequeo, ya que se encontraron dificultades en la PEM de la misma. Luego del control se detecta que la bomba esta conectada a un nuevo MCC que el mismo posee un protección de 63 A vs los 84 A que utiliza la bomba para operar. Se realiza un aviso de avería P5 para cambiar a otro MCC.;;;;;Sí;;;FCCU - CRACKING CATALITICO;;P-153B;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA2;0;0;0;0;0;0;;
INSTALACIONES;136192;28/12/2021;17:00:00;Foco igneo en zona del D402;Durante trabajo de soldaduras en proximidades del D402 se produce el incendio de una de las lonas que formaba parte de la carpa de trabajo. Esta, aparentemente se incendio por tomar contacto con una superficie caliente. El mismo fue extinguido con el uso de matafuegos y agua;5;4;X;1: Registrable;Sí;;;FCCU - CRACKING CATALITICO;;D402;;;;;;;;INCENDIO; ;Trabajos en caliente;Downstream;CAR;CAR;CAR;CONSTRUCCIÓN;MAJOR CAPITAL PROJET;DOWNSTREAM PROJECTS;PROY-FCCU;0;0;0;0;0;0;;
INSTALACIONES;83752;18/03/2021;19:45:00;2021-03-18-PROY FCCU-CUASI-Aparente rotura de tubing de nafta en FCCU;Durante la realizacion de las tareas rutinarias, personal percibe olor y perdida de fluido por lo que detienen las tareas en caliente y se retiran del lugar, dando aviso a la linea.;5;3;X;1: Registrable;Sí;;;FCCU - CRACKING CATALITICO;;FCCU-sector de bomba P 152;;;;;;;;DAÑOS A INSTALACIÓN; ;No aplica;Downstream;CAR;CAR;CAR;CONSTRUCCIÓN;MAJOR CAPITAL PROJET;DOWNSTREAM PROJECTS;PROY-FCCU;0;0;0;0;0;0;;
INSTALACIONES;183517;22/09/2022;12:30:00;Parada FCC por parada bomba lubricación B452;Siendo las 09:30 hs aprox se produce la parada de la unidad FCC por parada de P452A (bomba lubricación), provocando la parada de B452 y posterior actuación de sistema protectivo FLACS. Se detecta motor P452A a tierra, se normaliza situación y se procede a la pem de Soplador Principal B452. Paralelamente, se ajusta logística de Refinería, balances de productos y cargas de unidades. Continúa pem de la unidad según procedimientos operativos.;;;;;Sí;;;FCCU - CRACKING CATALITICO;;B452 Unidad FCC;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA2;0;0;0;0;0;0;;
VEHICULAR;S8951;20/09/2018;;DVA 44 EC COR - Roce con colectivo y rotura de espejo retrovisor izquierdo EC;EC COR cargado, circulaba de N a S por Avda. Calcagno (Ciudad de la Costa),  cuando un bus con pasajeros que circulaba en la misma dirección, lo rebasa por la izquierda y con el retrovisor derecho del propio bus lo impacta en el izquierdo d;5;5;X;2: No Registrable;;;;;;;;;;;;;;;;;Downstream;Uruguay;;UY;OTROS;;;;;;;;;;;
VEHICULAR;S8953;19/09/2018;;DVA 43 EC TJB - VL frena de golpe delante de EC, produciendo rotura de faro trasero VL;EC TJB circulando por calle Vergara para doblar hacia ruta 4, una camioneta Peugeot Partner patente OSU-264 que iba adelante del equipo, frena de golpe por una mala maniobra de otro auto que lo antecedía, produciendo un mínimo roce entre el;5;5;X;2: No Registrable;;;;;;;;;;;;;;;;;Downstream;Tabasco;NO APLICA;NOAPLICA;OTROS;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;;;;;;;;;
INSTALACIONES;156813;30/04/2022;13:00:00;Pérdida sello P103A;Siendo las 10:00 hs y mientras se ajustaba caudal de ego a RM, se detecta humo en sello de P103A. Se maximizó caudal de vapor al sello para mitigar pérdida y se tomaron las acciones correspondientes para realizar cambio de bomba. Queda finalmente P103B en operación y la P103A fuera de servicio.;;;;;Sí;;;FCCU - CRACKING CATALITICO;;Pasillo de bombas. P103;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA2;0;0;0;0;0;0;;
INSTALACIONES;122545;13/10/2021;18:10:00;Parada del B403;Siendo las 15:10 hrs se produce la parada del B403 manifestando alta temp. en las interetapas. Se procede a estabilizar la unidad hasta que se consiguio volver a poner en servicio el equipo. Durante las actividades de puesta en marcha este manifestó paradas reiteradas por motivos a definir por personal de E&I;;;;;Sí;;;FCCU - CRACKING CATALITICO;;FCCU;;;;;;;;; ; ;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA2;0;0;0;0;0;0;;
